,instrument_key,name
0,NSE_INDEX|India VIX,India VIX
5770,BSE_EQ|INE07T201019,RESTAURANT BRANDS ASIA LIMITED
5771,BSE_EQ|INF247L01AK4,MOTILAL OSWAL MUTUAL FUND
5772,BSE_EQ|INE09E501017,RAVINDER HEIGHTS LIMITED
5773,BSE_EQ|INE0DNW01011,FAIRCHEM ORGANICS LIMITED
5774,BSE_EQ|INE495P01012,MRS BECTORS FOOD SPECIALITIES
5775,BSE_EQ|INE01BK01022,ANTONY WASTE HANDLING CELL LIM
5776,BSE_EQ|INF732E01268,NIPPON INDIA MUTUAL FUND
5777,BSE_EQ|INE018S01016,RITA FINANCE AND LEASING LIMIT
5778,BSE_EQ|INE053F01010,INDIAN RAILWAY FINANCE CORPORA
5779,BSE_EQ|INE09VQ01012,INDIGO PAINTS LIMITED
5780,BSE_EQ|INE272G01014,PARLE INDUSTRIES LIMITED
5781,BSE_EQ|INE00IN01015,STOVE KRAFT LIMITED
5782,BSE_EQ|INE0FDU25010,BROOKFIELD INDIA REAL ESTATE T
5783,BSE_EQ|INE0D7801012,MRP AGRO LIMITED
5784,BSE_EQ|INE0DSF01015,NURECA LIMITED
5785,BSE_EQ|INE0DD101019,RAILTEL CORPORATION OF INDIA L
5786,BSE_EQ|INE694N01015,HERANBA INDUSTRIES LIMITED
5787,BSE_EQ|INE179G01029,DAVANGERE SUGAR COMPANY LIMITE
5788,BSE_EQ|INE03RS01027,DRC SYSTEMS INDIA LIMITED
5789,BSE_EQ|INE0G0V01018,ADJIA TECHNOLOGIES LIMITED
5790,BSE_EQ|INE864I01014,MTAR TECHNOLOGIES LIMITED
5791,BSE_EQ|INE0BY001018,JUBILANT INGREVIA LIMITED
5792,BSE_EQ|INE07O001026,EASY TRIP PLANNERS LIMITED
5793,BSE_EQ|INE0CJD01011,KNOWLEDGE MARINE  ENGINEERING
5794,BSE_EQ|INE0EMB01015,SUUMAYA CORPORATION LIMITED
5795,BSE_EQ|INE930P01018,ANUPAM RASAYAN INDIA LIMITED
5796,BSE_EQ|INE00LO01017,CRAFTSMAN AUTOMATION LIMITED
5797,BSE_EQ|INE576O01020,LAXMI ORGANIC INDUSTRIES LIMIT
5798,BSE_EQ|INE303R01014,KALYAN JEWELLERS INDIA LIMITED
5799,BSE_EQ|INE428Q01011,SURYODAY SMALL FINANCE BANK LI
5800,BSE_EQ|INE418L01021,NAZARA TECHNOLOGIES LIMITED
5801,BSE_EQ|INE018401013,SUVIDHAA INFOSERVE LIMITED
5802,BSE_EQ|INE0GX601011,NIKS TECHNOLOGY LIMITED
5803,BSE_EQ|INE621H01010,RELIGARE ENTERPRISES LTD
5804,BSE_EQ|INE0CPR01018,EKI ENERGY SERVICES LIMITED
5805,BSE_EQ|INE0CQ101015,RAJESHWARI CANS LIMITED
5806,BSE_EQ|INE0D9X01018,JETMALL SPICES AND MASALA LIMI
5807,BSE_EQ|INE670K01029,MACROTECH DEVELOPERS LIMITED
5808,BSE_EQ|INE0FHS01024,DEEP INDUSTRIES LIMITED
5809,BSE_EQ|INE139I01011,BARAK VALLEY CEMENTS LTD
5810,BSE_EQ|INE0GGX23010,POWERGRID INFRASTRUCTURE INVES
5811,BSE_EQ|INF769K01HF4,MIRAE ASSET MUTUAL FUND
5812,BSE_EQ|INF109KC1Q72,ICICI PRUDENTIAL MUTUAL FUND
5813,BSE_EQ|INF200KA1W34,SBI MUTUAL FUND
5814,BSE_EQ|INF200KA1W42,SBI MUTUAL FUND
5815,BSE_EQ|INF200KA1W59,SBI MUTUAL FUND
5816,BSE_EQ|INF200KA1W67,SBI MUTUAL FUND
5817,BSE_EQ|INE0FLR01028,INOX WIND ENERGY LIMITED
5818,BSE_EQ|INE505Y01010,VINEET LABORATORIES LIMITED
5819,BSE_EQ|INE810G01011,SHYAM METALICS AND ENERGY LIMI
5820,BSE_EQ|INE073K01018,SONA BLW PRECISION FORGINGS LI
5821,BSE_EQ|INE575I01016,RATHI BARS LTD
5822,BSE_EQ|INF200KA1W83,SBI MUTUAL FUND
5823,BSE_EQ|INF200KA1W91,SBI MUTUAL FUND
5824,BSE_EQ|INF200KA1X09,SBI MUTUAL FUND
5825,BSE_EQ|INE0DB001013,NAVODAY ENTERPRISES LIMITED
5826,BSE_EQ|INE021O01019,DODLA DAIRY LIMITED
5827,BSE_EQ|INE967H01017,KRISHNA INSTITUTE OF MEDICAL S
5828,BSE_EQ|INE0H8J01015,ADESHWAR MEDITEX LIMITED
5829,BSE_EQ|INE0B6101012,TIMES GREEN ENERGY INDIA LIM
5830,BSE_EQ|INE0D6701023,INDIA PESTICIDES LIMITED
5831,BSE_EQ|INE0DXR01010,FOCUS BUSINESS SOLUTION LIMITE
5832,BSE_EQ|INF200KA1X25,SBI MUTUAL FUND
5833,BSE_EQ|INF200KA1X33,SBI MUTUAL FUND
5834,BSE_EQ|INF200KA1X41,SBI MUTUAL FUND
5835,BSE_EQ|INF200KA1X58,SBI MUTUAL FUND
5836,BSE_EQ|INE201P01022,G R INFRAPROJECTS LIMITED
5837,BSE_EQ|INE227W01023,CLEAN SCIENCE AND TECHNOLOGY L
5838,BSE_EQ|INE742F01042,ADANI PORTS AND SPECIAL ECONOM
5839,BSE_EQ|INE758T01015,ZOMATO LIMITED
5840,BSE_EQ|INE0GK401011,TATVA CHINTAN PHARMA CHEM LIMI
5841,BSE_EQ|INE03Q201024,GLENMARK LIFE SCIENCES LIMITED
5842,BSE_EQ|INF769K01HI8,MIRAE ASSET MUTUAL FUND
5843,BSE_EQ|INE199P01028,GRETEX CORPORATE SERVICES LIMI
5844,BSE_EQ|INE532F01054,EDELWEISS FINANCIAL SERVICES L
5845,BSE_EQ|INF109KC19V3,ICICI PRUDENTIAL MUTUAL FUND
5846,BSE_EQ|INE0GFE01018,EXXARO TILES LIMITED
5847,BSE_EQ|INE08LI01020,KRSNAA DIAGNOSTICS LIMITED
5848,BSE_EQ|INE0H5O01029,WINDLAS BIOTECH LIMITED
5849,BSE_EQ|INE872J01023,DEVYANI INTERNATIONAL LIMITED
5850,BSE_EQ|INE0CT101020,MEGHMANI ORGANICS LIMITED
5851,BSE_EQ|INE071N01016,EPIGRAL LIMITED
5852,BSE_EQ|INE290S01011,CARTRADE TECH LIMITED
5853,BSE_EQ|INE118D01016,NUVOCO VISTAS CORPORATION LIMI
5854,BSE_EQ|INE852O01025,APTUS VALUE HOUSING FINANCE IN
5855,BSE_EQ|INE488A01050,CHEMPLAST SANMAR LIMITED
5856,BSE_EQ|INF174KA1HK6,KOTAK MAHINDRA MUTUAL FUND
5857,BSE_EQ|INF174KA1HL4,KOTAK MAHINDRA MUTUAL FUND
5858,BSE_EQ|INF174KA1HM2,KOTAK MAHINDRA MUTUAL FUND
5859,BSE_EQ|INF174KA1HN0,KOTAK MAHINDRA MUTUAL FUND
5860,BSE_EQ|INE647W01014,SHARPLINE BROADCAST LIMITED
5861,BSE_EQ|INF204KC1188,NIPPON INDIA MUTUAL FUND
5862,BSE_EQ|INF204KC1170,NIPPON INDIA MUTUAL FUND
5863,BSE_EQ|INF204KC1162,NIPPON INDIA MUTUAL FUND
5864,BSE_EQ|INF204KC1154,NIPPON INDIA MUTUAL FUND
5865,BSE_EQ|INE0EAX01014,AASHKA HOSPITALS LIMITED
5866,BSE_EQ|INF846K01Y96,AXIS MUTUAL FUND
5867,BSE_EQ|INF846K01Z12,AXIS MUTUAL FUND
5868,BSE_EQ|INE00FF01017,AMI ORGANICS LIMITED
5869,BSE_EQ|INE043W01024,VIJAYA DIAGNOSTIC CENTRE LIMIT
5870,BSE_EQ|INE0GOA01018,NAAPBOOKS LIMITED
5871,BSE_EQ|INE0DTJ01015,PLATINUMONE BUSINESS SERVICES
5872,BSE_EQ|INF740KA1QE5,DSP MUTUAL FUND
5873,BSE_EQ|INF740KA1QF2,DSP MUTUAL FUND
5874,BSE_EQ|INE738I01010,ECLERX SERVICES LTD
5875,BSE_EQ|INF740KA1QI6,DSP MUTUAL FUND
5876,BSE_EQ|INF846K016C7,AXIS MUTUAL FUND
5877,BSE_EQ|INE953O01021,SANSERA ENGINEERING LIMITED
5878,BSE_EQ|INF200KA1Z80,SBI MUTUAL FUND
5879,BSE_EQ|INF200KA1Z98,SBI MUTUAL FUND
5880,BSE_EQ|INE763I01026,TRANSFORMERS AND RECTIFIERS I
5881,BSE_EQ|INF200KA11A5,SBI MUTUAL FUND
5882,BSE_EQ|INE0GAO01018,PREVEST DENPRO LIMITED
5883,BSE_EQ|INE0FW001016,MARKOLINES PAVEMENT TECHNOLOGI
5884,BSE_EQ|INF769K01HP3,MIRAE ASSET MUTUAL FUND
5885,BSE_EQ|INE0DLM01024,SBL INFRATECH LIMITED
5886,BSE_EQ|INE045601015,PARAS DEFENCE AND SPACE TECHNO
5887,BSE_EQ|INF200KA12A3,SBI MUTUAL FUND
5888,BSE_EQ|INF200KA13A1,SBI MUTUAL FUND
5889,BSE_EQ|INF200KA14A9,SBI MUTUAL FUND
5890,BSE_EQ|INF200KA15A6,SBI MUTUAL FUND
5891,BSE_EQ|INE0H1201012,GETALONG ENTERPRISE LIMITED
5892,BSE_EQ|INE0HLJ01013,SHRI VENKATESH REFINERIES LIMI
5893,BSE_EQ|INE404A01024,ADITYA BIRLA SUN LIFE AMC LIMI
5894,BSE_EQ|INE0I2F01015,PROMAX POWER LIMITED
5895,BSE_EQ|INE0GD201014,SAMOR REALITY LIMITED
5896,BSE_EQ|INE0CWK01019,ADISHAKTI LOHA AND ISPAT LIMIT
5897,BSE_EQ|INE0H8H01019,CWD LIMITED
5898,BSE_EQ|INE817H01014,BURNPUR CEMENT LTD
5899,BSE_EQ|INF200KA17A2,SBI MUTUAL FUND
5900,BSE_EQ|INF200KA18A0,SBI MUTUAL FUND
5901,BSE_EQ|INF200KA19A8,SBI MUTUAL FUND
5902,BSE_EQ|INF109KC1V42,ICICI PRUDENTIAL MUTUAL FUND
5903,BSE_EQ|INE388Y01029,FSN ECOMMERCE VENTURES LIMITE
5904,BSE_EQ|INE015D01022,MANAKSIA LTD
5905,BSE_EQ|INE02NC01014,FINO PAYMENTS BANK LIMITED
5906,BSE_EQ|INE284S01014,SJS ENTERPRISES LIMITED
5907,BSE_EQ|INF740KA1QK2,DSP MUTUAL FUND
5908,BSE_EQ|INE0D0K01022,SIGACHI INDUSTRIES LIMITED
5909,BSE_EQ|INE417T01026,PB FINTECH LIMITED
5910,BSE_EQ|INE386I01018,PORWAL AUTO COMPONENTS LTD
5911,BSE_EQ|INF200KA10B5,SBI MUTUAL FUND
5912,BSE_EQ|INF200KA11B3,SBI MUTUAL FUND
5913,BSE_EQ|INF200KA12B1,SBI MUTUAL FUND
5914,BSE_EQ|INF200KA13B9,SBI MUTUAL FUND
5915,BSE_EQ|INE095I01015,PPAP
5916,BSE_EQ|INE0I7C01011,LATENT VIEW ANALYTICS LIMITED
5917,BSE_EQ|INE144Z01023,TARSONS PRODUCTS LIMITED
5918,BSE_EQ|INE0JFE01012,OMNIPOTENT INDUSTRIES LIMITED
5919,BSE_EQ|INE0BJS01011,GO FASHION INDIA LIMITED
5920,BSE_EQ|INF200KA14B7,SBI MUTUAL FUND
5921,BSE_EQ|INF200KA15B4,SBI MUTUAL FUND
5922,BSE_EQ|INF200KA17B0,SBI MUTUAL FUND
5923,BSE_EQ|INE07L501010,DMR HYDROENGINEERING  INFRAST
5924,BSE_EQ|INE106T01025,HITECH PIPES LIMITED
5925,BSE_EQ|INE575P01011,STAR HEALTH AND ALLIED INSURAN
5926,BSE_EQ|INE011K01018,TEGA INDUSTRIES LIMITED
5927,BSE_EQ|INF769K01HS7,MIRAE ASSET MUTUAL FUND
5928,BSE_EQ|INE463V01026,ANAND RATHI WEALTH LIMITED
5929,BSE_EQ|INE761Y01019,ZODIAC ENERGY LIMITED
5930,BSE_EQ|INE0CLI01024,RATEGAIN TRAVEL TECHNOLOGIES L
5931,BSE_EQ|INF754K01OB1,EDELWEISS MUTUAL FUND
5932,BSE_EQ|INE217L01019,SHRIRAM PROPERTIES LIMITED
5933,BSE_EQ|INE982V01025,JET FREIGHT LOGISTICS LIMITED
5934,BSE_EQ|INF200KA12C9,SBI MUTUAL FUND
5935,BSE_EQ|INF200KA13C7,SBI MUTUAL FUND
5936,BSE_EQ|INF200KA14C5,SBI MUTUAL FUND
5937,BSE_EQ|INF200KA15C2,SBI MUTUAL FUND
5938,BSE_EQ|INE0BV301023,CE INFO SYSTEMS LIMITED
5939,BSE_EQ|INE317I01021,METRO BRANDS LIMITED
5940,BSE_EQ|INE614G01033,RELIANCE POWER LTD
5941,BSE_EQ|INE0IX101010,DATA PATTERNS INDIA LIMITED
5942,BSE_EQ|INF200KA18B8,SBI MUTUAL FUND
5943,BSE_EQ|INF200KA19B6,SBI MUTUAL FUND
5944,BSE_EQ|INF200KA10C3,SBI MUTUAL FUND
5945,BSE_EQ|INF200KA11C1,SBI MUTUAL FUND
5946,BSE_EQ|INE0GSL01024,HP ADHESIVES LIMITED
5947,BSE_EQ|INE07RO01027,SUPRIYA LIFESCIENCE LIMITED
5948,BSE_EQ|INE0JJS01014,CLARA INDUSTRIES LIMITED
5949,BSE_EQ|INE0IM001015,WHERRELZ IT SOLUTIONS LIMITED
5950,BSE_EQ|INF247L01AU3,MOTILAL OSWAL MUTUAL FUND
5951,BSE_EQ|INF740KA1QL0,DSP MUTUAL FUND
5952,BSE_EQ|INE792I01017,CORDS CABLE INDUSTRIES LTD
5953,BSE_EQ|INF740KA1CL0,DSP MUTUAL FUND
5954,BSE_EQ|INE925R01014,CMS INFO SYSTEMS LIMITED
5955,BSE_EQ|INE977Y01011,BRAND CONCEPTS LIMITED
5956,BSE_EQ|INE0E4I01019,ASCENSIVE EDUCARE LIMITED
5957,BSE_EQ|INE0DRT01018,FABINO LIFE SCIENCES LIMITED
5958,BSE_EQ|INE634I01029,KNR CONSTRUCTIONS LTD
5959,BSE_EQ|INF200KA17C8,SBI MUTUAL FUND
5960,BSE_EQ|INF200KA18C6,SBI MUTUAL FUND
5961,BSE_EQ|INF200KA19C4,SBI MUTUAL FUND
5962,BSE_EQ|INE02WG01016,WONDER ELECTRICALS LIMITED
5963,BSE_EQ|INF109KC10V2,ICICI PRUDENTIAL MUTUAL FUND
5964,BSE_EQ|INE583L01014,AGS TRANSACT TECHNOLOGIES LIMI
5965,BSE_EQ|INF109KC1Y56,ICICI PRUDENTIAL MUTUAL FUND
5966,BSE_EQ|INE0KA601012,ALKOSIGN LIMITED
5967,BSE_EQ|INF769K01IB1,MIRAE ASSET MUTUAL FUND
5968,BSE_EQ|INF200KA17D6,SBI MUTUAL FUND
5969,BSE_EQ|INF200KA18D4,SBI MUTUAL FUND
5970,BSE_EQ|INF200KA19D2,SBI MUTUAL FUND
5971,BSE_EQ|INE699H01024,ADANI WILMAR LIMITED
5972,BSE_EQ|INF200KA10E9,SBI MUTUAL FUND
5973,BSE_EQ|INE0KAF01018,QUALITY RO INDUSTRIES LIMITED
5974,BSE_EQ|INE0JNA01014,SAFA SYSTEMS  TECHNOLOGIES LI
5975,BSE_EQ|INE060X01026,DEV INFORMATION TECHNOLOGY LIM
5976,BSE_EQ|INE825V01034,VEDANT FASHIONS LIMITED
5977,BSE_EQ|INE0JSJ01014,MARUTI INTERIOR PRODUCTS LIMIT
5978,BSE_EQ|INF247L01BK2,MOTILAL OSWAL MUTUAL FUND
5979,BSE_EQ|INF200KA11E7,SBI MUTUAL FUND
5980,BSE_EQ|INF200KA12E5,SBI MUTUAL FUND
5981,BSE_EQ|INF200KA13E3,SBI MUTUAL FUND
5982,BSE_EQ|INE863I01016,BANG OVERSEAS LTD
5983,BSE_EQ|INE728Z01015,SOFTTECH ENGINEERS LIMITED
5984,BSE_EQ|INF209KB19F6,ADITYA BIRLA SUN LIFE MUTUAL F
5985,BSE_EQ|INF209KB11D8,ADITYA BIRLA SUN LIFE MUTUAL F
5986,BSE_EQ|INF209KB10C2,ADITYA BIRLA SUN LIFE MUTUAL F
5987,BSE_EQ|INF209KB19D1,ADITYA BIRLA SUN LIFE MUTUAL F
5988,BSE_EQ|INE821I01022,IRB INFRASTRUCTURE DEVELOPERS
5989,BSE_EQ|INF204KC1485,NIPPON INDIA MUTUAL FUND
5990,BSE_EQ|INF204KC1477,NIPPON INDIA MUTUAL FUND
5991,BSE_EQ|INF204KC1469,NIPPON INDIA MUTUAL FUND
5992,BSE_EQ|INF204KC1451,NIPPON INDIA MUTUAL FUND
5993,BSE_EQ|INF109KC14A8,ICICI PRUDENTIAL MUTUAL FUND
5994,BSE_EQ|INE0KCE01017,EUREKA FORBES LIMITED
5995,BSE_EQ|INF179KC1CC7,HDFC MUTUAL FUND
5996,BSE_EQ|INF179KC1CD5,HDFC MUTUAL FUND
5997,BSE_EQ|INF179KC1CE3,HDFC MUTUAL FUND
5998,BSE_EQ|INF179KC1CF0,HDFC MUTUAL FUND
5999,BSE_EQ|INF179KC1CG8,HDFC MUTUAL FUND
6000,BSE_EQ|INF179KC1CH6,HDFC MUTUAL FUND
6001,BSE_EQ|INE079J01017,GATEWAY DISTRIPARKS LIMITED
6002,BSE_EQ|INE0CU601026,GMR POWER AND URBAN INFRA LIMI
6003,BSE_EQ|INF179KC1CI4,HDFC MUTUAL FUND
6004,BSE_EQ|INF179KC1CJ2,HDFC MUTUAL FUND
6005,BSE_EQ|INF179KC1CK0,HDFC MUTUAL FUND
6006,BSE_EQ|INF179KC1CL8,HDFC MUTUAL FUND
6007,BSE_EQ|INF179KC1CM6,HDFC MUTUAL FUND
6008,BSE_EQ|INF179KC1CN4,HDFC MUTUAL FUND
6009,BSE_EQ|INE0KQ001017,BHATIA COLOUR CHEM LIMITED
6010,BSE_EQ|INE0FS801015,MOTHERSON SUMI WIRING INDIA LI
6011,BSE_EQ|INE871H01011,GSS INFOTECH LTD
6012,BSE_EQ|INE0JVD01011,EVOQ REMEDIES LIMITED
6013,BSE_EQ|INF247L01BL0,MOTILAL OSWAL MUTUAL FUND
6014,BSE_EQ|INE049I01012,NAHAR CAPITAL  FINANCIAL SERV
6015,BSE_EQ|INF179KC1CO2,HDFC MUTUAL FUND
6016,BSE_EQ|INF179KC1CP9,HDFC MUTUAL FUND
6017,BSE_EQ|INF179KC1CQ7,HDFC MUTUAL FUND
6018,BSE_EQ|INF179KC1CR5,HDFC MUTUAL FUND
6019,BSE_EQ|INF179KC1CS3,HDFC MUTUAL FUND
6020,BSE_EQ|INE951I01027,VGUARD INDUSTRIES LTD
6021,BSE_EQ|INE652Z01017,AVRO INDIA LIMITED
6022,BSE_EQ|INE0GIU01018,UMA EXPORTS LIMITED
6023,BSE_EQ|INE0IQ001011,VERANDA LEARNING SOLUTIONS LIM
6024,BSE_EQ|INE0KPY01017,SUNRISE EFFICIENT MARKETING LI
6025,BSE_EQ|INE0K5F01014,DHYAANI TRADEVENTTURES LIMITED
6026,BSE_EQ|INE00EV01017,HARIOM PIPE INDUSTRIES LIMITED
6027,BSE_EQ|INE0KSN01014,EIGHTY JEWELLERS LIMITED
6028,BSE_EQ|INE0JMN01019,SHASHWAT FURNISHING SOLUTIONS
6029,BSE_EQ|INE0J2K01014,GLOBAL LONGLIFE HOSPITAL AND R
6030,BSE_EQ|INE0E5R01017,NANAVATI VENTURES LIMITED
6031,BSE_EQ|INE020B01018,REC LIMITED
6032,BSE_EQ|INE961O01016,RAINBOW CHILDRENS MEDICARE LI
6033,BSE_EQ|INE625X01018,SILVER TOUCH TECHNOLOGIES LIMI
6034,BSE_EQ|INE0J1Y01017,LIFE INSURANCE CORPORATION OF
6035,BSE_EQ|INE00F201020,PRUDENT CORPORATE ADVISORY SER
6036,BSE_EQ|INE0JA001018,VENUS PIPES  TUBES LIMITED
6037,BSE_EQ|INE148O01028,DELHIVERY LIMITED
6038,BSE_EQ|INE088F01024,PARADEEP PHOSPHATES LIMITED
6039,BSE_EQ|INE05CY01014,TIERRA AGROTECH LIMITED
6040,BSE_EQ|INE04TZ01018,ETHOS LIMITED
6041,BSE_EQ|INE178E01026,SKYLINE MILLARS LTD
6042,BSE_EQ|INE0BWX01014,AETHER INDUSTRIES LIMITED
6043,BSE_EQ|INE642I01014,GOKAK TEXTILES LTD
6044,BSE_EQ|INE0KXN01014,SILVER PEARL HOSPITALITY  LUX
6045,BSE_EQ|INE0IXR01019,SCARNOSE INTERNATIONAL LIMITED
6046,BSE_EQ|INE0K6L01010,GOEL FOOD PRODUCTS LIMITED
6047,BSE_EQ|INE0L0L01012,MODIS NAVNIRMAN LIMITED
6048,BSE_EQ|INE0GTX01019,PEARL GREEN CLUBS AND RESORTS
6049,BSE_EQ|INE0KHQ01010,SAILANI TOURS N TRAVELS LIMITE
6050,BSE_EQ|INE0L1C01019,KESAR INDIA LIMITED
6051,BSE_EQ|INE0IZQ01016,BRIGHT REALESTATE LIMITED
6052,BSE_EQ|INE0KR801019,JAYANT INFRATECH LIMITED
6053,BSE_EQ|INE0ID001024,VEERKRUPA JEWELLERS LIMITED
6054,BSE_EQ|INE0L3501015,HEALTHY LIFE AGRITEC LIMITED
6055,BSE_EQ|INF200KA19L5,SBI MUTUAL FUND
6056,BSE_EQ|INF200KA10M2,SBI MUTUAL FUND
6057,BSE_EQ|INF200KA11M0,SBI MUTUAL FUND
6058,BSE_EQ|INF200KA12M8,SBI MUTUAL FUND
6059,BSE_EQ|INE274G01010,DHANI SERVICES LIMITED
6060,BSE_EQ|INF179KC1CU9,HDFC MUTUAL FUND
6061,BSE_EQ|INF179KC1CV7,HDFC MUTUAL FUND
6062,BSE_EQ|INF179KC1CW5,HDFC MUTUAL FUND
6063,BSE_EQ|INF179KC1CX3,HDFC MUTUAL FUND
6064,BSE_EQ|INF179KC1CY1,HDFC MUTUAL FUND
6065,BSE_EQ|INF179KC1CZ8,HDFC MUTUAL FUND
6066,BSE_EQ|INF247L01BB1,MOTILAL OSWAL MUTUAL FUND
6067,BSE_EQ|INF200KA13M6,SBI MUTUAL FUND
6068,BSE_EQ|INF200KA14M4,SBI MUTUAL FUND
6069,BSE_EQ|INF200KA15M1,SBI MUTUAL FUND
6070,BSE_EQ|INF200KA16M9,SBI MUTUAL FUND
6071,BSE_EQ|INF109KC17C7,ICICI PRUDENTIAL MUTUAL FUND
6072,BSE_EQ|INF179KC1HR4,HDFC MUTUAL FUND
6073,BSE_EQ|INF179KC1HS2,HDFC MUTUAL FUND
6074,BSE_EQ|INF109KC16E5,ICICI PRUDENTIAL MUTUAL FUND
6075,BSE_EQ|INF740KA1RE3,DSP MUTUAL FUND
6076,BSE_EQ|INE0DYJ01015,SYRMA SGS TECHNOLOGY LIMITED
6077,BSE_EQ|INF209KB15K4,ADITYA BIRLA SUN LIFE MUTUAL F
6078,BSE_EQ|INF209KB14K7,ADITYA BIRLA SUN LIFE MUTUAL F
6079,BSE_EQ|INF247L01BE5,MOTILAL OSWAL MUTUAL FUND
6080,BSE_EQ|INF247L01BH8,MOTILAL OSWAL MUTUAL FUND
6081,BSE_EQ|INE0M3901015,OLATECH SOLUTIONS LIMITED
6082,BSE_EQ|INE0JNB01012,NATURO INDIABULL LIMITED
6083,BSE_EQ|INF179KC1DC5,HDFC MUTUAL FUND
6084,BSE_EQ|INF179KC1DD3,HDFC MUTUAL FUND
6085,BSE_EQ|INF179KC1DE1,HDFC MUTUAL FUND
6086,BSE_EQ|INF179KC1DF8,HDFC MUTUAL FUND
6087,BSE_EQ|INF179KC1DG6,HDFC MUTUAL FUND
6088,BSE_EQ|INF179KC1DH4,HDFC MUTUAL FUND
6089,BSE_EQ|INE0KKN01029,RHETAN TMT LIMITED
6090,BSE_EQ|INE0JS101016,DREAMFOLKS SERVICES LIMITED
6091,BSE_EQ|INF179KC1DI2,HDFC MUTUAL FUND
6092,BSE_EQ|INE0I3401014,DHAMPUR BIO ORGANICS LIMITED
6093,BSE_EQ|INE0MC401013,DIPNA PHARMACHEM LIMITED
6094,BSE_EQ|INE415I01015,KIRI INDUSTRIES LTD
6095,BSE_EQ|INE668A01016,TAMILNAD MERCANTILE BANK LIMIT
6096,BSE_EQ|INE0I0T01010,VIRTUOSO OPTOELECTRONICS LIMIT
6097,BSE_EQ|INE0LU301014,SHANTIDOOT INFRA SERVICES LIMI
6098,BSE_EQ|INE0D6I01015,KSOLVES INDIA LIMITED
6099,BSE_EQ|INE0JUS01029,HARSHA ENGINEERS INTERNATIONAL
6100,BSE_EQ|INF204KC1618,NIPPON INDIA MUTUAL FUND
6101,BSE_EQ|INF204KC1626,NIPPON INDIA MUTUAL FUND
6102,BSE_EQ|INF204KC1634,NIPPON INDIA MUTUAL FUND
6103,BSE_EQ|INF204KC1642,NIPPON INDIA MUTUAL FUND
6104,BSE_EQ|INF179KC1DL6,HDFC MUTUAL FUND
6105,BSE_EQ|INE0M8901010,CONTAINE TECHNOLOGIES LIMITED
6106,BSE_EQ|INF179KC1DJ0,HDFC MUTUAL FUND
6107,BSE_EQ|INF179KC1DK8,HDFC MUTUAL FUND
6108,BSE_EQ|INF200KA13O2,SBI MUTUAL FUND
6109,BSE_EQ|INF200KA14O0,SBI MUTUAL FUND
6110,BSE_EQ|INF200KA15O7,SBI MUTUAL FUND
6111,BSE_EQ|INF200KA16O5,SBI MUTUAL FUND
6112,BSE_EQ|INE0KQQ01011,MAFIA TRENDS LIMITED
6113,BSE_EQ|INE0LQS01015,TIPS FILMS LIMITED
6114,BSE_EQ|INE0MNV01014,SILICON RENTAL SOLUTIONS LIMIT
6115,BSE_EQ|INE0MKA01014,TRIDENT LIFELINE LIMITED
6116,BSE_EQ|INE0MKO01015,REETECH INTERNATIONAL CARGO AN
6117,BSE_EQ|INE0M4L01013,CARGOTRANS MARITIME LIMITED
6118,BSE_EQ|INE0N0J01014,CONCORD CONTROL SYSTEMS LIMITE
6119,BSE_EQ|INE0LGX01016,INSOLATION ENERGY LIMITED
6120,BSE_EQ|INE0KZM01011,CARGOSOL LOGISTICS LIMITED
6121,BSE_EQ|INE0MSK01016,STEELMAN TELECOM LIMITED
6122,BSE_EQ|INE0NC801013,VEDANT ASSET LIMITED
6123,BSE_EQ|INE0KY201021,MAAGH ADVERTISING AND MARKETIN
6124,BSE_EQ|INE02YR01019,ELECTRONICS MART INDIA LIMITED
6125,BSE_EQ|INF179KC1HU8,HDFC MUTUAL FUND
6126,BSE_EQ|INF179KC1HV6,HDFC MUTUAL FUND
6127,BSE_EQ|INF179KC1DO0,HDFC MUTUAL FUND
6128,BSE_EQ|INF179KC1DP7,HDFC MUTUAL FUND
6129,BSE_EQ|INE359D01024,INDIAN LINK CHAIN MANUFACTURES
6130,BSE_EQ|INF179KC1DR3,HDFC MUTUAL FUND
6131,BSE_EQ|INF179KC1DS1,HDFC MUTUAL FUND
6132,BSE_EQ|INF179KC1DT9,HDFC MUTUAL FUND
6133,BSE_EQ|INE0DK501011,PIRAMAL PHARMA LIMITED
6134,BSE_EQ|INE0A1101019,DC INFOTECH AND COMMUNICATION
6135,BSE_EQ|INE865C01022,ADITYA BIRLA MONEY LTD
6136,BSE_EQ|INE0HMF01019,TRACXN TECHNOLOGIES LIMITED
6137,BSE_EQ|INE778I01024,TELOGICA LIMITED
6138,BSE_EQ|INE344S01016,INFOBEANS TECHNOLOGIES LIMITED
6139,BSE_EQ|INE05X901010,HINDPRAKASH INDUSTRIES LIMITED
6140,BSE_EQ|INE0KL801015,DCX SYSTEMS LIMITED
6141,BSE_EQ|INE975Z01012,DAPS ADVERTISING LIMITED
6142,BSE_EQ|INE139R01012,FUSION MICRO FINANCE LIMITED
6143,BSE_EQ|INE00E101023,BIKAJI FOODS INTERNATIONAL LIM
6144,BSE_EQ|INE474Q01031,GLOBAL HEALTH LIMITED
6145,BSE_EQ|INE917I01010,BAJAJ AUTO LTD
