,instrument_key,name
0,NSE_INDEX|India VIX,India VIX
1525,NSE_EQ|INF789F1AZD8,UTIAMC - NIFITETF
1526,NSE_EQ|INE161A01038,NIIT LIMITED
1527,NSE_EQ|INE342G01023,NIIT LEARNING SYSTEMS LTD
1528,NSE_EQ|INE937C01029,NILA INFRASTRUCTURES LTD
1529,NSE_EQ|INE00S901012,NILA SPACES LIMITED
1530,NSE_EQ|INE310A01015,NILKAMAL LIMITED
1531,NSE_EQ|INE395U01014,NINTEC SYSTEMS LIMITED
1532,NSE_EQ|INE567A01028,INDO-NATIONAL LIMITED
1533,NSE_EQ|INE368I01016,NIRAJ CEMENT STRUC LTD
1534,NSE_EQ|INE326T01011,NIRAJ ISPAT IND LTD
1535,NSE_EQ|INE0OK701014,NIRMAN AGRI GENTICS LTD
1536,NSE_EQ|INE858F01012,NITCO LIMITED
1537,NSE_EQ|INE229H01012,NITIN SPINNERS LIMITED
1538,NSE_EQ|INE439T01012,NITIRAJ ENGINEERS LTD
1539,NSE_EQ|INE542C01019,NK INDUSTRIES LTD
1540,NSE_EQ|INE589A01014,NLC INDIA LIMITED
1541,NSE_EQ|INE584A01023,NMDC LTD.
1542,NSE_EQ|INF204K01EE2,NIMF IF -AIF S-I IDR
1543,NSE_EQ|INF204K01EB8,NI INTFUND AIF SI RPDP RO
1544,NSE_EQ|INF204K01DL9,NIINT FU QIF SI IP DP-DPO
1545,NSE_EQ|INF204K01XT0,NIINTR FUND-QIF SR I-GRW
1546,NSE_EQ|INF204K01DI5,NIINT FU-QIF-SI-RP DP-DPO
1547,NSE_EQ|INE163A01018,NOCIL LIMITED
1548,NSE_EQ|INE781B01015,NOIDA TOLL BRIDGE CO LTD
1549,NSE_EQ|INE369C01017,NORBEN TEA & EXPORTS LTD
1550,NSE_EQ|INE02H701025,NOVA AGRITECH LIMITED
1551,NSE_EQ|INF277K010X4,TATAAML - NPBET
1552,NSE_EQ|INE0FFK01017,NETWORK PEOPLE SRV TECH L
1553,NSE_EQ|INE740D01017,N R AGARWAL INDS LTD
1554,NSE_EQ|INE349A01021,NRB BEARING LIMITED
1555,NSE_EQ|INE0JM501013,NUPUR RECYCLERS LIMITED
1556,NSE_EQ|INE023A01030,NALWA SONS INVESTMENT LTD
1557,NSE_EQ|INE0NNS01018,NMDC STEEL LIMITED
1558,NSE_EQ|INE333I01036,NEUEON TOWERS LIMITED
1559,NSE_EQ|INE733E01010,NTPC LTD
1560,NSE_EQ|INE096B01018,NUCLEUS SOFTWARE EXPORTS
1561,NSE_EQ|INE0DSF01015,NURECA LIMITED
1562,NSE_EQ|INE531F01015,NUVAMA WEALTH MANAGE LTD
1563,NSE_EQ|INE118D01016,NUVOCO VISTAS CORP LTD
1564,NSE_EQ|INE0NDH25011,NEXUS SELECT TRUST
1565,NSE_EQ|INE388Y01029,FSN E COMMERCE VENTURES
1566,NSE_EQ|INE959C01023,ORIENTAL AROMATICS LTD
1567,NSE_EQ|INE426Z01016,ORISSA BENGAL CARRIER LTD
1568,NSE_EQ|INE093I01010,OBEROI REALTY LIMITED
1569,NSE_EQ|INE321D01016,ORIENTAL CARBN & CHEM LTD
1570,NSE_EQ|INE881D01027,ORACLE FIN SERV SOFT LTD.
1571,NSE_EQ|INE274J01014,OIL INDIA LTD
1572,NSE_EQ|INE591A01010,OIL COUNTRY TUBULAR LTD.
1573,NSE_EQ|INE260D01016,OLECTRA GREENTECH LIMITED
1574,NSE_EQ|INE0OPS01011,ONECLICK LOGISTICS IND L
1575,NSE_EQ|INE090B01011,OMAX AUTOS LTD
1576,NSE_EQ|INE800H01010,OMAXE LIMITED
1577,NSE_EQ|INE338Y01016,OMFURN INDIA LIMITED
1578,NSE_EQ|INE239D01028,OM INFRA LIMITED
1579,NSE_EQ|INE474L01016,OMKAR SPL CHEM LTD
1580,NSE_EQ|INE00ER01015,ON DOOR CONCEPTS LIMITED
1581,NSE_EQ|INE912L01015,ONELIFE CAP ADVISORS LTD
1582,NSE_EQ|INE840Y01029,ONE POINT ONE SOL LTD
1583,NSE_EQ|INE213A01029,OIL AND NATURAL GAS CORP.
1584,NSE_EQ|INE809I01019,ONMOBILE GLOBAL LTD.
1585,NSE_EQ|INE229A01017,ONWARD TECHNOLOGIES LTD
1586,NSE_EQ|INE350C01017,OPTIEMUS INFRACOM LTD
1587,NSE_EQ|INE231G01010,ORBIT EXPORTS LIMITED
1588,NSE_EQ|INE191A01027,ORCHID PHARMA LIMITED
1589,NSE_EQ|INE0OUT01019,ORIANA POWER LIMITED
1590,NSE_EQ|INE730A01022,ORICON ENTERPRISES LTD
1591,NSE_EQ|INE998H01012,ORIENTAL TRIMEX LTD
1592,NSE_EQ|INE607D01018,ORIENT BELL LIMITED
1593,NSE_EQ|INE876N01018,ORIENT CEMENT LTD.
1594,NSE_EQ|INE569C01020,ORIENT CERATECH LIMITED
1595,NSE_EQ|INE142Z01019,ORIENT ELECTRIC LIMITED
1596,NSE_EQ|INE750A01020,ORIENT HOTELS LTD
1597,NSE_EQ|INE609C01024,ORIENT PRESS LIMITED
1598,NSE_EQ|INE592A01026,ORIENT PAPER AND INDS LTD
1599,NSE_EQ|INE725E01024,ORISSA MIN DEV CO LTD
1600,NSE_EQ|INE849L01019,ORTEL COMMUNICATIONS LTD
1601,NSE_EQ|INE749B01020,ORTIN LABORATORIES LTD
1602,NSE_EQ|INE07Z523018,ORIENTAL INFRATRUST
1603,NSE_EQ|INE06IR01021,OSIA HYPER RETAIL LIMITED
1604,NSE_EQ|INE142A01012,OSWAL AGRO MILLS LTD
1605,NSE_EQ|INE143A01010,OSWAL GREENTECH LIMITED
1606,NSE_EQ|INE00IK01029,SHREEOSWAL S AND CHE LTD
1607,NSE_EQ|INE0R8M01017,OWAIS METAL & MINERAL
1608,NSE_EQ|INE761H01022,PAGE INDUSTRIES LTD
1609,NSE_EQ|INE420C01059,PAISALO DIGITAL LIMITED
1610,NSE_EQ|INE551D01018,PAKKA LIMITED
1611,NSE_EQ|INE218G01033,PALRED TECHNOLOGIES LTD
1612,NSE_EQ|INE922B01023,PANACEA BIOTEC LTD
1613,NSE_EQ|INE895W01019,PANACHE DIGILIFE LIMITED
1614,NSE_EQ|INE305C01029,PANAMA PETROCHEM LTD
1615,NSE_EQ|INE697V01011,PANSARI DEVELOPERS LTD
1616,NSE_EQ|INE04LG01015,PAR DRUGS AND CHEM LTD
1617,NSE_EQ|INE074B01023,PARAMOUNT COMM LTD
1618,NSE_EQ|INE088F01024,PARADEEP PHOSPHATES LTD
1619,NSE_EQ|INE883N01014,PARAG MILK FOODS LTD.
1620,NSE_EQ|INE0N4G01012,PARAGON FINE S.C. LTD.
1621,NSE_EQ|INE045601015,PARAS DEF AND SPCE TECH L
1622,NSE_EQ|INE162C01024,PARAS PETROFILS LTD.
1623,NSE_EQ|INE00U801010,PARIN FURNITURE LIMITED
1624,NSE_EQ|INE988S01028,PARKHOTELS
1625,NSE_EQ|INE561H01026,PARSVNATH DEVELOPER LTD
1626,NSE_EQ|INE06ZX01015,PARTY CRUISERS LIMITED
1627,NSE_EQ|INE124Y01010,PASHUPATI COTSPIN LIMITED
1628,NSE_EQ|INE818B01023,PASUPATI ACRYLON LIMITED
1629,NSE_EQ|INE619A01035,PATANJALI FOODS LIMITED
1630,NSE_EQ|INE244B01030,PATEL ENGINEERING LTD.
1631,NSE_EQ|INE529D01014,PATEL INT. LOG. LTD
1632,NSE_EQ|INE0NZW01014,PATTECH FITWELL TUB COM L
1633,NSE_EQ|INE07S101020,PAVNA INDUSTRIES LIMITED
1634,NSE_EQ|INE602A01031,PCBL LIMITED
1635,NSE_EQ|INE785M01013,PC JEWELLER LTD
1636,NSE_EQ|INE865T01018,PUDUMJEE PAPER PRO. LTD
1637,NSE_EQ|INE111Q01021,PDS LIMITED
1638,NSE_EQ|INE844A01013,PEARL POLYMERS LTD
1639,NSE_EQ|INE140A01024,PIRAMAL ENTERPRISES LTD
1640,NSE_EQ|INE932A01024,PENNAR INDUSTRIES LTD
1641,NSE_EQ|INE138A01028,PENINSULA LAND LIMITED
1642,NSE_EQ|INE0ORS01017,PENTAGON RUBBER LIMITED
1643,NSE_EQ|INE925S01012,PERFECT INFRAENGINEER LTD
1644,NSE_EQ|INE262H01021,PERSISTENT SYSTEMS LTD
1645,NSE_EQ|INE347G01014,PETRONET LNG LIMITED
1646,NSE_EQ|INE134E01011,POWER FIN CORP LTD.
1647,NSE_EQ|INE182A01018,PFIZER LTD
1648,NSE_EQ|INE367G01038,PRIME FOCUS LIMITED
1649,NSE_EQ|INE560K01014,PTC INDIA FIN SERV LTD
1650,NSE_EQ|INE457L01011,PG ELECTROPLAST LTD
1651,NSE_EQ|INE179A01014,P&G HYGIENE & HEALTH CARE
1652,NSE_EQ|INE199A01012,PROCTER & GAMBLE HEALTH L
1653,NSE_EQ|INE940H01022,PEARL GLOBAL IND LIMITED
1654,NSE_EQ|INE0GGX23010,POWERGRID INFRA. INVITS
1655,NSE_EQ|INE0MLZ01019,PHANTOM DIGITAL EFF LTD
1656,NSE_EQ|INF204KC1089,NIPPONAMC - NETFPHARMA
1657,NSE_EQ|INE211B01039,THE PHOENIX MILLS LTD
1658,NSE_EQ|INE318A01026,PIDILITE INDUSTRIES LTD
1659,NSE_EQ|INE557Z01018,POWER INSTRUMENT (G) LTD
1660,NSE_EQ|INE603J01030,PI INDUSTRIES LTD
1661,NSE_EQ|INE417C01014,PILANI INV & IND COR LTD
1662,NSE_EQ|INE600A01035,PIL ITALICA LIFESTYLE LTD
1663,NSE_EQ|INE156C01018,PIONEER EMBROIDERIES LTD
1664,NSE_EQ|INE450D01021,PITTI ENGINEERING LIMITED
1665,NSE_EQ|INE751B01018,PIX TRANSMISSIONS LIMITED
1666,NSE_EQ|INE431F01018,THE P K TEA PROD CO LTD
1667,NSE_EQ|INE0PXD01014,PLADA INFOTECH SERVICES L
1668,NSE_EQ|INE083C01022,PLASTIBLENDS INDIA LTD
1669,NSE_EQ|INE0PT501018,PLATINUM INDUSTRIES LTD
1670,NSE_EQ|INE0INJ01017,PLAZA WIRES LIMITED
1671,NSE_EQ|INE160A01022,PUNJAB NATIONAL BANK
1672,NSE_EQ|INE859A01011,PNB GILTS LIMITED
1673,NSE_EQ|INE572E01012,PNB HOUSING FIN LTD.
1674,NSE_EQ|INE392B01011,PRITISH NANDY COMMUNICATI
1675,NSE_EQ|INE195J01029,PNC INFRATECH LTD.
1676,NSE_EQ|INE063E01046,PONDY OXIDES & CHEM LTD
1677,NSE_EQ|INE888B01018,PODDAR HOUSE & DVPT LTD
1678,NSE_EQ|INE371C01013,PODDAR PIGMENTS LIMITED
1679,NSE_EQ|INE637C01025,POKARNA LIMITED
1680,NSE_EQ|INE417T01026,PB FINTECH LIMITED
1681,NSE_EQ|INE455K01017,POLYCAB INDIA LIMITED
1682,NSE_EQ|INE205C01021,POLY MEDICURE LIMITED
1683,NSE_EQ|INE633B01018,POLYPLEX CORPORATION LTD
1684,NSE_EQ|INE517M01028,POLYSIL IRRIGATION SYST L
1685,NSE_EQ|INE838E01017,PONNIE SUGARS (ERODE) LTD
1686,NSE_EQ|INE511C01022,POONAWALLA FINCORP LTD
1687,NSE_EQ|INE752E01010,POWER GRID CORP. LTD.
1688,NSE_EQ|INE07Y701011,HITACHI ENERGY INDIA LTD
1689,NSE_EQ|INE211R01019,POWER MECH PROJECTS LTD.
1690,NSE_EQ|INE095I01015,PPAP AUTOMOTIVE LIMITED
1691,NSE_EQ|INE050001010,PRAKASH PIPES LIMITED
1692,NSE_EQ|INE0DK501011,PIRAMAL PHARMA LIMITED
1693,NSE_EQ|INE505C01016,PRAJAY ENG. SYN. LTD.
1694,NSE_EQ|INE074A01025,PRAJ INDUSTRIES LTD
1695,NSE_EQ|INE603A01013,PRAKASH INDUSTRIES LTD
1696,NSE_EQ|INE696K01024,PRAKASH STEELAGE LTD
1697,NSE_EQ|INE0O7A01017,PRAMARA PROMOTIONS LTD
1698,NSE_EQ|INE0QA601016,PRATHAM EPC PROJECTS LTD
1699,NSE_EQ|INE546Y01022,PRAXIS HOME RETAIL LTD
1700,NSE_EQ|INE484I01029,PRECISION CAMSHAFTS LTD.
1701,NSE_EQ|INE0HKW01018,PRECISION METALIKS LTD
1702,NSE_EQ|INE283A01014,PRECOT LIMITED
1703,NSE_EQ|INE372C01037,PRECISION WIRES INDIA LTD
1704,NSE_EQ|INE863B01011,PREMIER EXPLOSIVES LTD
1705,NSE_EQ|INE342A01018,PREMIER LIMITED
1706,NSE_EQ|INE309M01012,PREMIER POLYFILM LTD
1707,NSE_EQ|INE0R1601012,PRESSTONIC ENGINEERING L
1708,NSE_EQ|INE811K01011,PRESTIGE ESTATE LTD
1709,NSE_EQ|INE726V01018,PRICOL LIMITED
1710,NSE_EQ|INE689W01016,PRINCE PIPES FITTINGS LTD
1711,NSE_EQ|INE974Z01015,PRITI INTERNATIONAL LTD
1712,NSE_EQ|INE0MJQ01012,PRITIKA ENG COMPO LTD
1713,NSE_EQ|INE583R01029,PRITIKA AUTO INDUS LTD
1714,NSE_EQ|INE959A01019,PRIVI SPECIALITY CHE LTD
1715,NSE_EQ|INE0CFG01012,PREMIER ROADLINES LIMITED
1716,NSE_EQ|INE994V01012,PROLIFE INDUSTRIES LTD
1717,NSE_EQ|INE0KN801013,P. E. ANALYTICS LIMITED
1718,NSE_EQ|INE0ONE01016,PROVENTUS AGROCOM LIMITED
1719,NSE_EQ|INE195N01013,PROZONE REALTY LIMITED
1720,NSE_EQ|INE010A01011,PRISM JOHNSON LIMITED
1721,NSE_EQ|INE00F201020,PRUDENT CORP ADV SER LTD
1722,NSE_EQ|INE024D01016,PRUDENTIAL SUGAR CORPORAT
1723,NSE_EQ|INE608A01012,PUNJAB & SIND BANK
1724,NSE_EQ|INE488V01015,PSP PROJECTS LIMITED
1725,NSE_EQ|INF373I01023,KOTAK PSU BANK
1726,NSE_EQ|INF740KA1SY9,DSPAMC - DSPPSBKETF
1727,NSE_EQ|INF204KB16I7,NIP IND ETF PSU BANK BEES
1728,NSE_EQ|INF109KC10S8,ICICIPRAMC - PSUBANKICI
1729,NSE_EQ|INE877F01012,PTC INDIA LIMITED
1730,NSE_EQ|INE596F01018,PTC INDUSTRIES LIMITED
1731,NSE_EQ|INE034D01049,PTL ENTERPRISES LTD
1732,NSE_EQ|INE335X01014,PULZ ELECTRONICS LIMITED
1733,NSE_EQ|INE277B01014,PUNJAB CHEM & CROP PROT L
1734,NSE_EQ|INE323I01011,PURAVANKARA LIMITED
1735,NSE_EQ|INE0R6C01012,PURV FLEXIPACK LIMITED
1736,NSE_EQ|INE362A01016,PVP VENTURES LIMITED
1737,NSE_EQ|INE191H01014,PVR INOX LIMITED
1738,NSE_EQ|INE772T01024,POPULAR VEHICLES N SER L
1739,NSE_EQ|INF109KC18U7,ICICIPRAMC - ICICIBANKP
1740,NSE_EQ|INF740KA1TA7,DSPAMC - DSPPVBKETF
1741,NSE_EQ|INE0MIS01010,PYRAMID TECHNOPLAST LTD
1742,NSE_EQ|INE0O1M01015,QUALITY FOILS (INDIA) LTD
1743,NSE_EQ|INF082J01408,QUANTUM GOLD FUND
1744,NSE_EQ|INE0FMW01018,QMS MEDICAL ALLIED S LTD
1745,NSE_EQ|INE0GOJ01027,QUADPRO ITES LIMITED
1746,NSE_EQ|INE615P01015,QUESS CORP LIMITED
1747,NSE_EQ|INE0TNW01017,QUEST LABORATORIES LTD
1748,NSE_EQ|INE306L01010,QUICK HEAL TECH LTD
1749,NSE_EQ|INE0K4D01020,QUICKTOUCH TECHNOLOGIES L
1750,NSE_EQ|INE033B01011,QUINTEGRA SOLUTIONS LTD.
1751,NSE_EQ|INE084Q01012,RACE ECO CHAIN LIMITED
1752,NSE_EQ|INE874F01027,RADAAN MEDIAWORKS (I) LTD
1753,NSE_EQ|INE583V01021,RADHIKA JEWELTECH LIMITED
1754,NSE_EQ|INE855R01021,RADIANT CASH MGMT SER LTD
1755,NSE_EQ|INE944F01028,RADICO KHAITAN LTD
1756,NSE_EQ|INE919I01024,MUSIC BROADCAST LIMITED
1757,NSE_EQ|INE919I04010,MUSIC BROADCAST LIMITED
1758,NSE_EQ|INE430U01019,RADIOWALLA NETWORK LTD
1759,NSE_EQ|INE0DD101019,RAILTEL CORP OF IND LTD
1760,NSE_EQ|INE855B01025,RAIN INDUSTRIES LIMITED
1761,NSE_EQ|INE961O01016,RAINBOW CHILDRENS MED LTD
1762,NSE_EQ|INE343B01030,RAJESH EXPORTS LTD
1763,NSE_EQ|INE00KV01022,RAJNANDINI METAL LIMITED
1764,NSE_EQ|INE451D01029,RAJRATAN GLOBAL WIRE LTD
1765,NSE_EQ|INE533D01032,RAJ RAYON INDUSTRIES LTD
1766,NSE_EQ|INE562B01019,RAJSHREE SUGAR & CHEMICAL
1767,NSE_EQ|INE952H01027,RAJ TV NETWORK LTD
1768,NSE_EQ|INE011H01014,RAJVIR INDUSTRIES LIMITED
1769,NSE_EQ|INE613A01020,RALLIS INDIA LTD
1770,NSE_EQ|INE278B01020,SHREE RAMA NEWSPRINT LTD
1771,NSE_EQ|INE809A01024,RAMA PHOSPHATES LIMITED
1772,NSE_EQ|INE230R01035,RAMA STEEL TUBES LIMITED
1773,NSE_EQ|INE331A01037,THE RAMCO CEMENTS LIMITED
1774,NSE_EQ|INE614A01028,RAMCO INDUSTRIES LIMITED
1775,NSE_EQ|INE246B01019,RAMCO SYSTEMS LTD
1776,NSE_EQ|INE874I01013,RAMKY INFRA LTD
1777,NSE_EQ|INE207E01023,RAM RATNA WIRES LIMITED
1778,NSE_EQ|INE625B01014,RANA SUGARS LTD.
1779,NSE_EQ|INE222J01013,RANE ENG VALVE LTD
1780,NSE_EQ|INE384A01010,RANE HOLDINGS LIMITED
1781,NSE_EQ|INE0CLI01024,RATEGAIN TRAVEL TECHN LTD
1782,NSE_EQ|INE703B01027,RATNAMANI MET & TUB LTD.
1783,NSE_EQ|INE05CZ01011,RATNAVEER PRECISION ENG L
1784,NSE_EQ|INE301A01014,RAYMOND LTD
1785,NSE_EQ|INE07T201019,RESTAURANT BRAND ASIA LTD
1786,NSE_EQ|INE244J01017,RANE BRAKE LINING LTD
1787,NSE_EQ|INE976G01028,RBL BANK LIMITED
1788,NSE_EQ|INE0NA301016,RBM INFRACON LIMITED
1789,NSE_EQ|INE0RJH01010,RAMDEVBABA SOLVENT LTD
1790,NSE_EQ|INE0PEQ01016,RBZ JEWELLERS LIMITED
1791,NSE_EQ|INE0BZQ01011,RAJGOR CASTOR DERIVATI L
1792,NSE_EQ|INE027A01015,RASHTRIYA CHEMICALS & FER
1793,NSE_EQ|INE330H01018,RELIANCE COMMUNICATIONS L
1794,NSE_EQ|INE020B01018,REC LIMITED
1795,NSE_EQ|INE891D01026,REDINGTON LIMITED
1796,NSE_EQ|INE0LXT01019,REDTAPE LIMITED
1797,NSE_EQ|INE056I01025,REFEX INDUSTRIES LIMITED
1798,NSE_EQ|INE0TNX01015,REFRACTORY SHAPES LIMITED
1799,NSE_EQ|INE277C01012,REGENCYCERAMICS-LTD
1800,NSE_EQ|INE131B01039,RELAXO FOOT LTD.
1801,NSE_EQ|INE750D01016,RELIANCE CHEMOTEX IND LTD
1802,NSE_EQ|INE375Y01018,RELIABLE DATA SERVICE LTD
1803,NSE_EQ|INE002A01018,RELIANCE INDUSTRIES LTD
1804,NSE_EQ|INE621H01010,RELIGARE ENTER. LTD.
1805,NSE_EQ|INE036A01016,RELIANCE INFRASTRUCTU LTD
1806,NSE_EQ|INE474C01015,REMSONS INDUSTRIES LTD
1807,NSE_EQ|INE0O5T01011,REMUS PHARMACEUTICALS L
1808,NSE_EQ|INE087H01022,SHREE RENUKA SUGARS LTD
1809,NSE_EQ|INE612J01015,REPCO HOME FINANCE LTD
1810,NSE_EQ|INE364Z01019,RUDRABHISHEK ENTERP LTD
1811,NSE_EQ|INE461B01014,REPRO INDIA LIMITED
1812,NSE_EQ|INE688D01026,RESPONSIVE INDUSTRIES LTD
1813,NSE_EQ|INE00D001018,REX PIPES AND CABLES LTD
1814,NSE_EQ|INE722H01024,RENAISSANCE GLOBAL LTD
1815,NSE_EQ|INE217K01011,RELIANCE HOME FINANCE LTD
1816,NSE_EQ|INE743M01012,RHI MAGNESITA INDIA LTD
1817,NSE_EQ|INE508K01013,ROBUST HOTELS LIMITED
1818,NSE_EQ|INE0J1P01015,RICHA INFO SYSTEMS LTD
1819,NSE_EQ|INE209B01025,RICO AUTO INDUSTRIES LTD
1820,NSE_EQ|INE046A01015,RELIANCE INDUSTRIAL INFRA
1821,NSE_EQ|INE02OY01016,RACHANA INFRA LTD
1822,NSE_EQ|INE0N2P01017,RISHABH INSTRUMENTS LTD
1823,NSE_EQ|INE01EG01016,RITCO LOGISTICS LIMITED
1824,NSE_EQ|INE320J01015,RITES LIMITED
1825,NSE_EQ|INE0MRA01019,RITE ZONE CHEMCON IND LTD
1826,NSE_EQ|INE722J01012,RAVI KUMAR DIST. LTD.
1827,NSE_EQ|INE786W01010,RKEC PROJECTS LIMITED
1828,NSE_EQ|INE399G01023,RAMKRISHNA FORGINGS LTD
1829,NSE_EQ|INE0NQ801033,R K SWAMY LIMITED
1830,NSE_EQ|INE219Y01018,R M DRIP & SPRINK SYS LTD
1831,NSE_EQ|INF204K01DD6,RIF -MIF - SII -RP-DP-RO
1832,NSE_EQ|INF204K01DB0,RIF -MIF - SII -RP-GP-GO
1833,NSE_EQ|INE050H01012,RANE (MADRAS) LIMITED
1834,NSE_EQ|INE0PTR01012,ROCKINGDEALS CIRCU ECO L
1835,NSE_EQ|INE283H01019,ROYAL ORCHID HOTELS LTD
1836,NSE_EQ|INE645S01016,ROLEX RINGS LIMITED
1837,NSE_EQ|INE927A01040,ROLLATAINERS LIMITED
1838,NSE_EQ|INE293A01013,ROLTA INDIA LTD
1839,NSE_EQ|INE294G01026,RAJ OIL MILLS LIMITED
1840,NSE_EQ|INE02A801020,ROSSARI BIOTECH LIMITED
1841,NSE_EQ|INE847C01020,ROSSELL INDIA LIMITED
1842,NSE_EQ|INE535D01029,ROTO PUMPS LIMITED
1843,NSE_EQ|INE450U01017,ROUTE MOBILE LIMITED
1844,NSE_EQ|INE0PDJ01013,ROX HI TECH LIMITED
1845,NSE_EQ|INE105J01010,RPG LIFE SCIENCES LTD
1846,NSE_EQ|INE614G01033,RELIANCE POWER LTD.
1847,NSE_EQ|INE324L01013,R.P.P INFRA PROJECTS LTD.
1848,NSE_EQ|INE760W01015,RAJSHREE POLYPACK LTD
1849,NSE_EQ|INE425Y01011,RPSG VENTURES LIMITED
1850,NSE_EQ|INE0J1F01024,RASHI PERIPHERALS LIMITED
1851,NSE_EQ|INE777K01022,R R KABEL LIMITED
1852,NSE_EQ|INE165B01029,R. S. SOFTWARE (INDIA) LI
1853,NSE_EQ|INE611A01016,RSWM LIMITED
1854,NSE_EQ|INE411H01032,R SYS INTERNATIONAL LTD
1855,NSE_EQ|INE834M01019,RATTANINDIA ENT LIMITED
1856,NSE_EQ|INE399K01017,RATTANINDIA POWER LIMITED
1857,NSE_EQ|INE301D01026,THE RUBY MILLS LTD
1858,NSE_EQ|INE413B01023,RUCHI INFRASTRUCTURE LTD
1859,NSE_EQ|INE803H01014,RUCHIRA PAPERS LIMITED
1860,NSE_EQ|INE0R7301013,RULKA ELECTRICALS LIMITED
1861,NSE_EQ|INE895B01021,RUPA & COMPANY LTD
1862,NSE_EQ|INE573K01017,RUSHIL DECOR LIMITED
1863,NSE_EQ|INE263M01029,KEYSTONE REALTORS LIMITED
1864,NSE_EQ|INE09E501017,RAVINDER HEIGHTS LIMITED
1865,NSE_EQ|INE415G01027,RAIL VIKAS NIGAM LIMITED
1866,NSE_EQ|INE902B01017,S&S POWER SWITCHGEARS
1867,NSE_EQ|INE0PSK01027,SAAKSHI MEDTEC N PANELS L
1868,NSE_EQ|INE0DZ101013,SABAR FLEX INDIA LIMITED
1869,NSE_EQ|INE860T01019,SAB EVENTS & GOVERNANCE
1870,NSE_EQ|INE416A01044,SRI ADHIKARI BRO TELE N L
1871,NSE_EQ|INE226H01026,SADBHAV ENGINEERING LTD
1872,NSE_EQ|INE764L01010,SADBHAV INFRA PROJ LTD.
1873,NSE_EQ|INE0K5H01010,SADHAV SHIPPING LIMITED
1874,NSE_EQ|INE888C01040,SADHANA NITROCHEM LIMITED
1875,NSE_EQ|INE429E01023,SAFARI IND (INDIA) LTD
1876,NSE_EQ|INE976T01013,SAGARDEEP ALLOYS LIMITED
1877,NSE_EQ|INE229C01021,SAGAR CEMENTS LIMITED
1878,NSE_EQ|INE035801013,SAH POLYMERS LIMITED
1879,NSE_EQ|INE013901017,SAHAJ FASHIONS LIMITED
1880,NSE_EQ|INE0LEX01011,SAHANA SYSTEM LIMITED
1881,NSE_EQ|INE280H01015,SAHYADRI INDUSTRIES LTD
1882,NSE_EQ|INE0PZA01015,SAMEERA AGRO AND INFRA L
1883,NSE_EQ|INE114A01011,STEEL AUTHORITY OF INDIA
1884,NSE_EQ|INE732S01012,SAKAR HEALTHCARE LIMITED
1885,NSE_EQ|INE623A01011,SAKTHI SUGARS LTD
1886,NSE_EQ|INE667G01023,SAKSOFT LIMITED
1887,NSE_EQ|INE190H01024,SAKUMA EXPORTS LIMITED
1888,NSE_EQ|INE170V01027,SALASAR TECHNO ENGG. LTD.
1889,NSE_EQ|INE498E01010,SALONA COTSPIN LTD.
1890,NSE_EQ|INE658G01014,S.A.L. STEEL LTD.
1891,NSE_EQ|INE457F01013,SALZER ELECTRONICS LTD
1892,NSE_EQ|INE699B01027,SAMBHAAV MEDIA LTD
1893,NSE_EQ|INE08U801020,SAMHI HOTELS LIMITED
1894,NSE_EQ|INE735M01018,SAMPANN UTPADAN INDIA LTD
1895,NSE_EQ|INE782L01012,SANCO INDUSTRIES LIMITED
1896,NSE_EQ|INE583B01015,SANDESH LTD
1897,NSE_EQ|INE278H01035,SANDHAR TECHNOLOGIES LTD
1898,NSE_EQ|INE149K01016,SANDUR MANG & IRON ORES L
1899,NSE_EQ|INE495C01010,SANGAM (INDIA) LTD
1900,NSE_EQ|INE0OVI01010,SANGANI HOSPITALS LIMITED
1901,NSE_EQ|INE999B01013,SANGHI INDUSTRIES LTD
1902,NSE_EQ|INE989A01024,SANGHVI MOVERS LTD
1903,NSE_EQ|INE753W01010,SANGINITA CHEMICALS LTD
1904,NSE_EQ|INE058A01010,SANOFI INDIA LIMITED
1905,NSE_EQ|INE953O01021,SANSERA ENGINEERING LTD
1906,NSE_EQ|INE890C01046,SANWARIA CONSUMER LIMITED
1907,NSE_EQ|INE806T01012,SAPPHIRE FOODS INDIA LTD
1908,NSE_EQ|INE385C01021,SARDA ENERGY & MIN LTD
1909,NSE_EQ|INE979A01025,SAREGAMA INDIA LIMITED
1910,NSE_EQ|INE453D01025,SARLA PERF. FIBERS LTD
1911,NSE_EQ|INE0PCL01011,SAROJA PHARMA INDUS IND L
1912,NSE_EQ|INE0PUC01020,SAR TELEVENTURE LIMITED
1913,NSE_EQ|INE324X01026,SARVESHWAR FOODS LIMITED
1914,NSE_EQ|INE231F01020,SASKEN TECHNOLOGIES LTD
1915,NSE_EQ|INE019J01013,SASTASUNDAR VENTURES LTD
1916,NSE_EQ|INE170E01023,SATIA INDUSTRIES LIMITED
1917,NSE_EQ|INE836B01017,SATIN CREDIT NET LTD
1918,NSE_EQ|INE065D01027,SAT INDUSTRIES LIMITED
1919,NSE_EQ|INE626A01014,SAURASHTRA CEMENT LIMITED
1920,NSE_EQ|INE04AK01028,SBC EXPORTS LIMITED
1921,NSE_EQ|INE386D01027,SHIVALIK BIMETAL CON. LTD
1922,NSE_EQ|INE423Y01016,SBFC FINANCE LIMITED
